epid,fieldnumber,produce,groupname,Field size for selected field for trial (acre),Total Farm size (acre),Unfertilised grain yield kgs/acre Min,Unfertilised grain yield kgs/acre Avg,Unfertilised grain yield kgs/acre Max,Fertilized grain yield(kgs/acre) Min,Fertilized grain yield(kgs/acre) Avg,Fertilized grain yield(kgs/acre) Max,What is the highest maize grain yield in kgs_acre you have seen ,inspectiondate,Primary land preparation+O:AG method used,"If other, please specify",Any secondary land preparation done,Has soil sampling been done on this plot,1st Weeding Grow Stage,1st Weed Num plants harvest,1st Weed ground cover score,1st Weed Pest 1st sympton,Percentage 1st Weed 1st Pest symption,1st Weed Pest 2nd Sympton,Percentage 1st Weed 2nd Pest 2nd Sympton,1st Weed Pest 3rd Sympton,Percentage 1st Weed 3rd Pest Symtom,1st Weed Leaf discolour 1st Symtom,Percentage 1st Weed 1st Leaf discolour Symtom,1st Weed Leaf discolour 2nd Symtom,Percentage 1st Weed 2nd Leaf discolour Symtom,1st Weed Leaf discolour3rd Symtom,Percentage 1st Weed 3rd Leaf discolour Symtom,2nd Weeding date,2nd Weeding Growth Stage,2nd Weeding Weed ground cover score,2nd Weed Pest 1st Sympton,Percentage 2nd Weed Pest 1st Sympton,2nd Weed Pest 2nd Sympton,Percentage 2nd Weed Pest 2nd Sympton,2nd Weed Pest 3rd Sympton,Percentage 2nd Weed Pest 3rd Sympton,2nd Weed leaf discolour 1st Sympton,Percentage 2nd Weed Leaf discolouring 1st Sympton,2nd Weed leaf discolour 2nd Sympton,Percentage 2nd Weed Leaf discolouring 2nd Sympton,2nd Weed leaf discolour 3rd Sympton,Percentage 2nd Weed Leaf discolouring 3rd Sympton,2nd Weeding other problem,1st Top Dressing Date,1st Top Growth Stage,1st Top Weed ground cover score,1st Top Pest 1st Symptom,Percentage 1st Top Pest 1st Symptom,1st Top Pest 2nd Symptom,Percentage 1st Top Pest 2nd Symptom,1st Top Pest 3rd Symptom,Percentage 1st Top Pest 3rd Symptom,1st Top Leaf discoloruing 1st Symptom,Percentage of 1st Top Leaf discoloruing 1st Symptom,1st Top Leaf discoloruing 2nd Symptom,Percentage of 1st Top Leaf discoloruing 2nd Symptom,1st Top Leaf discoloruing 3rd Symptom,Percentage of 1st Top Leaf discoloruing 3rd Symptom,1st Top problems,1st Top any deviaton from protocol,2nd Top  Dressing Date,2nd Top Dressing Growth Stage,Compare leaf colour with leaf colour chart Record leaf colour,Has second top dressing been applied,Note any deviation from top-dressing protocol,2nd Top Pest 1st Symptom,Percentage 2nd Top Pest 1st Symptom,2nd Top Pestnd Symptom,2nd Top Pest 2nd Symptom,2nd Top Pest 3rd Symptom,Percentage 2nd Top Pest 3rd Symptom,2nd Top Leave discolouring 1st Symptom,Percentage 2nd Top Leave discolouring 1st Symptom,2nd Top Leave discolouring 2nd Symptom,Percentage 2nd Top Leave discolouring 2nd Symptom,2nd Top Leave discolouring 3rd Symptom,Percentage 2nd Top Leave discolouring 3rd Symptom,2nd Top Dressing Other Problems
IS007,IS007 NT-NK,Maize,Northern 1,,,,,,,,,,,,,,,V3,34,0-20%,no,No,Yes,0.05,no,No,No,No,No,No,No,No,29-Aug-20,V7,21-40%,Yed,0.03,Yes,0.03,No,No,Yes,0.03,no,No,No,No,Fall army worm leaf periferations and part of the field growth from the other part which is levellin,30-Aug-20,V9,0-20%,No,No,No,No,No,No,No,No,No,No,No,No,Plants growth difference due to land levelling,No,12-Sep-20,VT,3,NO,No,No,No,No,No,No,No,No,No,No,No,No,No,Too much rain and it leads to water log and water stay in the field for 2days
IS007,IS007 NT-NP,Maize,Northern 1,,,,,,,,,,,,,,,V3,36,21-40%,no,O,Yes,0.05,no,No,,No,Yes,0.1,no,No,29-Aug-20,V10,41-60%,Yes,0.05,Yes,0.05,yed,0.05,Yes,0.1,No,No,No,No,Fall army worm periferations on some of the leafs about 5%,30-Aug-20,V9,0-20%,No,NO,No,No,No,No,No,No,No,No,No,No,Yes basal leaves look yellowish,No,12-Sep-20,VT,3,NO,No,No,No,No,No,No,No,No,No,No,No,No,No,Too much rain and it led to water log . water stay in the field for 2 days
IS007,IS007 NT-NPK,Maize,Northern 1,,,,,,,,,,,,,,,V3,36,41-60%,no,,,,Yes,10,no,,,,,,29-Aug-20,V10,61-80%,Yes,0.05,no,No,No,No,No,No,No,No,No,No,Fall army worm presence,30-Aug-20,V10,0-20%,Yes,0.02,No,No,No,No,No,No,Yes,0.1,No,No,Yes fall army worm leaf periferations,No,12-Sep-20,VT,3,NO,No,No,No,No,No,No,No,No,No,No,No,No,No,"Yes, it and water stay on the field for almost 2 days. Some plants got damage by wind"
IS007,IS007 NT-NPK,Maize,Northern 1,,,,,,,,,,,,,,,V3,36,41-60%,no,,,,Yes,10,no,,,,,,29-Aug-20,V10,61-80%,Yes,0.05,no,No,No,No,No,No,No,No,No,No,Fall army worm presence,30-Aug-20,V10,0-20%,Yes,0.02,No,No,No,No,No,No,Yes,0.1,No,No,Yes fall army worm leaf periferations,No,12-Sep-20,VT,3,NO,No,No,No,No,No,No,No,No,No,No,No,No,No,"Yes, it and water stay on the field for almost 2 days. Some plants got damage by wind"
IS008,IS008,Farm,Northern 1,1,6,,0,,100,300,600,600,,,,,,V3,34,0-20%,no,No,No,No,No,No,No,No,No,No,No,No,29-Aug-20,V5,0-20%,No,,No,No,No,No,No,No,No,No,No,No,Field with the least growth as compared to the other plots,30-Aug-20,V5,0-20%,No,No,No,No,No,No,No,No,No,No,No,No,Plants growth is stunted as compared to other plants. Farmer uses YARA crpolift from basal applicati,No,12-Sep-20,VT,2,NO,No,No,No,No,No,No,No,No,No,No,No,No,No,Some plants logged due to rain and storm
IS008,IS008,Farm,Northern 1,1,6,,0,,100,300,600,600,,,,,,V3,34,0-20%,no,No,No,No,No,No,No,No,No,No,No,No,29-Aug-20,V5,0-20%,No,,No,No,No,No,No,No,No,No,No,No,Field with the least growth as compared to the other plots,30-Aug-20,V5,0-20%,No,No,No,No,No,No,No,No,No,No,No,No,Plants growth is stunted as compared to other plants. Farmer uses YARA crpolift from basal applicati,No,12-Sep-20,VT,2,NO,No,No,No,No,No,No,No,No,No,No,No,No,No,Some plants logged due to rain and storm
IS008,IS008 RT-F,Maize,Northern 1,,,,,,,,,,,,,,,V3,35,0-20%,no,No,No,No,No,No,No,No,No,No,No,No,29-Aug-20,V10,41-60%,No,,No,No,No,No,No,No,No,No,No,No,Is seems to out grwon the others except YP,30-Aug-20,V10,0-20%,No,No,No,No,No,No,No,No,No,No,No,No,No,No,12-Sep-20,VT,5,NO,No,No,No,No,No,No,No,No,No,No,No,No,No,Few plants logged due to storm
IS008,IS008 RT-F,Maize,Northern 1,,,,,,,,,,,,,,,V3,35,0-20%,no,No,No,No,No,No,No,No,No,No,No,No,29-Aug-20,V10,41-60%,No,,No,No,No,No,No,No,No,No,No,No,Is seems to out grwon the others except YP,30-Aug-20,V10,0-20%,No,No,No,No,No,No,No,No,No,No,No,No,No,No,12-Sep-20,VT,5,NO,No,No,No,No,No,No,No,No,No,No,No,No,No,Few plants logged due to storm
IS008,IS008 RT-R,Maize,Northern 1,,,,,,,,,,,,,,,V3,34,0-20%,no,No,No,No,No,No,No,No,No,No,No,No,29-Aug-20,V8,0-20%,No,,No,No,No,No,No,No,No,No,No,No,No,30-Aug-20,V9,0-20%,No,No,No,No,No,No,No,No,No,No,No,No,Growth difference between plants due to land levelling,No,12-Sep-20,VT,3,NO,No,No,No,No,No,No,No,No,No,No,No,No,No,No
IS008,IS008 RT-R,Maize,Northern 1,,,,,,,,,,,,,,,V3,34,0-20%,no,No,No,No,No,No,No,No,No,No,No,No,29-Aug-20,V8,0-20%,No,,No,No,No,No,No,No,No,No,No,No,No,30-Aug-20,V9,0-20%,No,No,No,No,No,No,No,No,No,No,No,No,Growth difference between plants due to land levelling,No,12-Sep-20,VT,3,NO,No,No,No,No,No,No,No,No,No,No,No,No,No,No
IS008,IS008 NT-PK,Maize,Northern 1,,,,,,,,,,,,,,,V3,34,0-20%,No,No,No,No,No,No,No,No,No,No,No,No,29-Aug-20,V8,0-20%,No,,No,No,No,No,No,No,No,No,No,No,Farmer increase the dosage of Fall army worm chemicals and it leads to scotching of some leaves,30-Aug-20,V9,0-20%,No,No,No,No,No,No,No,No,No,No,No,No,Little growth difference between plants due to land levelling,No,12-Sep-20,VT,2,NO,No,No,No,No,No,No,No,No,No,No,No,No,No,No
IS008,IS008 NT-NK,Maize,Northern 1,,,,,,,,,,,,,,,V3,34,21-40%,no,No,No,No,No,No,No,No,No,No,No,No,29-Aug-20,V8,21-40%,No,,No,No,No,No,No,No,No,No,No,No,Poor Field levelling lead to difference in growth,30-Aug-20,V9,0-20%,No,No,No,No,No,No,No,No,No,No,No,No,Plants growth difference due land levelling,No,12-Sep-20,VT,3,NO,No,No,No,No,No,No,No,No,No,No,No,No,No,Some plants logged due to heavy rains and storm
IS008,IS008 NT-NP,Maize,Northern 1,,,,,,,,,,,,,,,V3,36,0-20%,Yes,0.02,Yes,0.02,No,no,Yes,0.02,yes,0.02,no,No,29-Aug-20,V8,0-20%,No,,No,No,Yes,0.01,No,No,No,No,No,No,Growth difference within a plot,30-Aug-20,V9,0-20%,No,No,No,No,No,No,,,Yes,0.05,No,No,Some leaves are with white stripe and difference in plant growth due to land levelling,No,12-Sep-20,VT,3,NO,No,No,No,No,No,No,No,No,No,No,No,No,No,Heavy rains and storms courses plants logging
IS008,IS008 NT-NPK,Maize,Northern 1,,,,,,,,,,,,,,,V3,35,0-20%,no,No,Yes,0.05,no,No,Yes,0.1,purpul,0.1,no,No,29-Aug-20,V8,0-20%,Yes,0.01,No,No,No,No,No,No,No,No,No,No,Growth difference observed in the same plot,30-Aug-20,V9,0-20%,Yes,0.02,No,No,No,No,No,No,No,No,No,No,Fall army worm attack and difference in plant growth due to land levelling,No,12-Sep-20,VT,3,NO,No,No,No,No,No,No,No,No,No,No,No,No,No,Heavy rains for the past 2 weeks
IS009,IS009,Farm,Northern 2,1,0,,0,,100,300,600,0,19-Jul-20,Tractor Plough,,Hand harrow,YES,V9,18,21-40%,Yes,30,,,,,,,,,,,,,,,,,,,,,,,,,,,06-Sep-20,V6,21-40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS009,IS009 RT-F,Maize,Northern 2,,,,,,,,,,19-Jul-20,Tractor Plough,,Hand harrow,YES,V9,38,21-40%,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,06-Sep-20,V9,21-40%,Yes goat Distraction,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS009,IS009 RT-R,Maize,Northern 2,,,,,,,,,,19-Jul-20,Tractor Plough,,Hand harrow,YES,V9,,21-40%,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,06-Sep-20,V7,21-40%,Yes goat Distraction,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS009,IS009 NT-PK,Maize,Northern 2,,,,,,,,,,19-Jul-20,Tractor Plough,,Hand harrow,YES,V8,38,21-40%,Yes Animals Grazing,,,,,,,,,,,,,,,,,,,,,,,,,,,,06-Sep-20,V7,21-40%,Yes Animals Distraction,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS009,IS009 NT-NK,Maize,Northern 2,,,,,,,,,,19-Jul-20,Tractor Plough,,Hand harrow,YES,V7,37,21-40%,Yes Animals Distraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS009,IS009 NT-NP,Maize,Northern 2,,,,,,,,,,19-Jul-20,Tractor Plough,,Hand harrow,YES,V7,43,21-40%,Yes Animals Distraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS009,IS009 NT-NPK,Maize,Northern 2,,,,,,,,,,,,,,,V8,40,21-40%,Yes Animals Distraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,06-Sep-20,V8,21-40%,Yes Animals Distraction,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS010,IS010,Farm,Northern 1,1,50,,0,,600,800,1400,2400,,,,,,V3,29,0-20%,no,No,No,No,No,No,No,No,No,No,No,No,30-Aug-20,V9,61-80%,Yes,0.03,No,No,No,No,No,No,No,No,No,No,"Portion of the field destroy by ants, fall army worm infection and growth difference between plants",30-Aug-20,V9,0-20%,Yea,0.02,No,No,No,No,No,No,No,No,No,No,Fall army worm leaf periferations and growth difference between and ant's destroy portion of the plo,No,12-Sep-20,VT,2,NO,No,No,No,No,No,No,No,No,No,No,No,No,No,Few plants logged
IS010,IS010 RT-F,Maize,Northern 1,,,,,,,,,,,,,,,V3,35,0-20%,no,No,No,No,No,No,No,No,No,No,No,No,30-Aug-20,V10,81-100%,Yes,0.5,No,No,No,No,No,No,No,No,No,No,Fall army worm leaf periferations,30-Aug-20,V10,0-20%,Yes,0.5,No,No,No,No,No,No,No,No,No,No,Fall army worm infection,No,12-Sep-20,VT,5,NO,No,No,No,No,No,No,No,No,No,No,No,No,No,No
IS010,IS010 RT-R,Maize,Northern 1,,,,,,,,,,,,,,,V3,34,0-20%,yes,0.02,no,No,No,No,No,No,No,No,No,No,30-Aug-20,V10,81-100%,Yes,0.1,No,No,No,No,No,No,No,No,No,No,Fall army worm leaf periferations,30-Aug-20,V10,0-20%,Yes,0.1,no,No,No,No,No,No,No,No,No,No,Fall army worm leaf periferations,No,12-Sep-20,VT,5,NO,No,No,No,No,No,No,No,No,No,No,No,No,No,No
IS010,IS010 NT-PK,Maize,Northern 1,,,,,,,,,,,,,,,V3,36,0-20%,yes,0.02,no,No,No,No,No,No,Yes,0.02,No,No,30-Aug-20,V9,21-40%,Yes,0.02,no,No,No,No,Yes,1,No,No,No,No,Lower leaves are yellowish and fall army worm and growth difference between plants due to land level,30-Aug-20,V9,0-20%,0.05,No,No,No,No,No,Yes,1,no,No,No,No,Fall army worm leaf periferations and growth difference between plants and yellowish lower leaves,,12-Sep-20,VT,2,NO,No,No,No,No,No,No,No,No,No,No,No,No,No,Few plants logged
IS010,IS010 NT-NK,Maize,Northern 1,,,,,,,,,,,,,,,V3,35,0-20%,Yes,0.05,no,No,No,No,No,No,Fall army worm infection,,,,30-Aug-20,V8,41-60%,Yes,0.05,no,No,No,No,No,No,No,No,No,No,Fall army worm leaf periferations and growth difference between plants due to land levelling,,,,,,,,,,,,,,,,,,12-Sep-20,VT,2,NO,No,No,No,No,No,No,No,No,No,No,No,No,No,No
IS010,IS010 NT-NP,Maize,Northern 1,,,,,,,,,,,,,,,V3,35,0-20%,yes,0.1,yes,10,No,no,No,No,No,No,Yes,0.04,30-Aug-20,V9,41-60%,Yes,0.02,No,No,No,No,No,No,No,No,No,No,Fall army worm leaf periferations and growth difference between plants due to land levelling,30-Aug-20,V9,0-20%,Yes,0.02,No,No,No,No,No,No,No,No,No,No,Fall army worm leaf periferations and growth difference between plants due to land levelling,,12-Sep-20,VT,3,NO,No,No,No,No,No,No,No,No,No,No,No,No,No,No
IS010,IS010 NT-NPK,Maize,Northern 1,,,,,,,,,,,,,,,V3,34,0-20%,yes,0.02,yes,0.02,no,No,Yes,0.05,no,No,No,No,30-Aug-20,V9,21-40%,Yes,0.07,No,No,No,No,No,No,No,No,No,No,Fall army worm leaf periferations and growth difference between plants due to land levelling,30-Aug-20,V9,0-20%,Yes,0.02,No,No,No,No,No,No,No,No,No,No,Fall army worm leaf periferations and growth difference between plants due to land levelling,No,12-Sep-20,VT,4,NO,No,No,No,No,No,No,No,No,No,No,No,No,No,"No even though it rained heavy, the plot is not affected"
IS010,IS010 NT-NPK,Maize,Northern 1,,,,,,,,,,,,,,,V3,34,0-20%,yes,0.02,yes,0.02,no,No,Yes,0.05,no,No,No,No,30-Aug-20,V9,21-40%,Yes,0.07,No,No,No,No,No,No,No,No,No,No,Fall army worm leaf periferations and growth difference between plants due to land levelling,30-Aug-20,V9,0-20%,Yes,0.03,No,No,No,No,No,No,No,No,No,No,Fall army worm leaf periferations and growth difference between plants due to land levelling,,12-Sep-20,VT,4,NO,No,No,No,No,No,No,No,No,No,No,No,No,No,"No even though it rained heavy, the plot is not affected"
IS011,IS011,Farm,North East,1,10,,0,,200,300,500,1400,28-Jul-20,Tractor Plough,,Harrowing,,V5,18,0-20%,No,None,No,None,No,None,Yes,30,Yee,30,Yes,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS011,IS011 RT-F,Maize,North East,,,,,,,,,,28-Jul-20,Tractor Plough,,Harrowing,,V5,27,0-20%,No,None,No,None,No,None,Yes,40,Yes,40,Yes,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS011,IS011 RT-R,Maize,North East,,,,,,,,,,28-Jul-20,Tractor Plough,,Harrowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS011,IS011 NT-PK,Maize,North East,,,,,,,,,,28-Jul-20,Tractor Plough,,Harrowing,,V5,19,0-20%,No,None,No,None,No,,No,None,Yes,15,Yes,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS011,IS011 NT-NK,Maize,North East,,,,,,,,,,28-Jul-20,Tractor Plough,,Harrowing,,V5,24,0-20%,No,None,No,None,No,None,Yes,5,Yes,5,Yes,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS011,IS011 NT-NP,Maize,North East,,,,,,,,,,28-Jul-20,Tractor Plough,,Harrowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS011,IS011 NT-NPK,Maize,North East,,,,,,,,,,28-Jul-20,Tractor Plough,,Harrowing,YES,V5,27,0-20%,No,None,No,None,No,None,Yes,5,Yes,5,Yes,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS012,IS012,Farm,North East,1,12,,0,,600,800,1000,1100,04-Aug-20,Tractor Plough,,Harrowing,YES,V3,20,0-20%,No,None,No,None,No,None,Yes,10,Yes,10,Yes,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS012,IS012 RT-F,Maize,North East,,,,,,,,,,04-Aug-20,Tractor Plough,,Harrowing,YES,V3,23,0-20%,No,None,No,None,No,None,Yes,10,Yes,10,Yes,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS012,IS012 RT-R,Maize,North East,,,,,,,,,,04-Aug-20,Tractor Plough,,Harrowing,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS012,IS012 NT-PK,Maize,North East,,,,,,,,,,04-Aug-20,Tractor Plough,,Harrowing,YES,V3,21,0-20%,No,None,No,None,No,None,Yes,10,Yes,10,Yes,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS012,IS012 NT-NK,Maize,North East,,,,,,,,,,04-Aug-20,Tractor Plough,,Harrowing,YES,V3,28,0-20%,Yes,10,Yes,10,Yes,10,Yes,10,Yes,10,Yes,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS012,IS012 NT-NP,Maize,North East,,,,,,,,,,04-Aug-20,Tractor Plough,,Harrowing,YES,V3,28,0-20%,No,None,No,None,No,None,Yes,20,Yes,20,Yes,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS012,IS012 NT-NP,Maize,North East,,,,,,,,,,04-Aug-20,Tractor Plough,,Harrowing,YES,V3,28,0-20%,No,None,No,None,No,None,Yes,20,Yes,20,Yes,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS012,IS012 NT-NPK,Maize,North East,,,,,,,,,,04-Aug-20,Tractor Plough,,Harrowing,YES,V3,28,0-20%,No,None,No,None,No,None,Yes,20,Yes,20,Yes,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS013,IS013,Farm,Savannah,1,7,,200,,400,800,800,1100,02-Aug-20,Tractor Plough,,Hand leveling,YES,V3,36,0-20%,Fall armyworm on plants,2,,,,,No leafs discoloration,,,,,,,,,,,,,,,,,,,,,,09-Sep-20,V9,0-20%,There was fall armyworm but has been controlled,,,,,,,,,,,,,This field is a controlled field and thus not need fertilizer,,,,,,,,,,,,,,,,,,
IS013,IS013 RT-F,Maize,Savannah,,,,,,,,,,02-Aug-20,Tractor Plough,,Hand leveling,YES,V3,36,0-20%,Fall armyworm on plants,3,,,,,No leafs discolouration on plants,,,,,,,,,,,,,,,,,,,,,,09-Sep-20,V9,0-20%,There was fall armyworm but has been con,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS013,IS013 RT-R,Maize,Savannah,,,,,,,,,,02-Aug-20,Tractor Plough,,Hand leveling,YES,V3,36,0-20%,Fall armyworm on plants,1,,,,,No leafs discolouration,,,,,,,,,,,,,,,,,,,,,,09-Sep-20,V9,0-20%,There was fall armyworm but has been con,,,,,,,,,,No leaf discoloration,,,,,,,,,,,,,,,,,,,,,
IS013,IS013 NT-PK,Maize,Savannah,,,,,,,,,,02-Aug-20,Tractor Plough,,Hand leveling,YES,V3,35,0-20%,Fall armyworm on plants,2,,,,,No leafs discoloration,,,,,,,,,,,,,,,,,,,,,,09-Sep-20,V9,0-20%,There was fall armyworm but has been controlled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS013,IS013 NT-NK,Maize,Savannah,,,,,,,,,,02-Aug-20,Tractor Plough,,Hand leveling,YES,V3,34,0-20%,Fall armyworm on plants,,,1,,,,,No leafs discoloration,,,,,,,,,,,,,,,,,,,,09-Sep-20,V9,0-20%,There was fall armyworm but has been controlled now,,,,,,,,No leaf discoloration,,,,,,,,,,,,,,,,,,,,,,,
IS013,IS013 NT-NP,Maize,Savannah,,,,,,,,,,02-Aug-20,Tractor Plough,,HAND LEVELING,YES,V3,37,0-20%,Fall armyworm on plants,2,,,,,,,No leafs discoloration,,,,,,,,,,,,,,,,,,,,09-Sep-20,V9,0-20%,There was fall armyworm but has been controlled now,,,,,,Streak disease on some leaves,,,,,,,,,,,,,,,,,,,,,,,,,
IS013,IS013 NT-NPK,Maize,Savannah,,,,,,,,,,02-Aug-20,Tractor Plough,,Hand leveling,YES,V3,36,0-20%,Fall armyworm,5,,,,,no leafs discolouration,,,,,,,,,,,,,,,,,,,,,,09-Sep-20,V9,0-20%,0,0,,,There was fall armyworm but has been control now,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS014,IS014,Farm,Savannah,1,11,,0,,250,300,400,0,04-Aug-20,Tractor Plough,,Hand levelling,YES,V3,35,0-20%,Signs of fall armyworm on plants,5,,,,,,,,,No leaf discoloration,,,,,,,,,,,,,,,,,,15-Sep-20,V9,0-20%,No plants pest seen,,,,,,Lower leaves turn yellow,,,,,,,,,,,,,,,,,,,,,,,,,
IS014,IS014 RT-F,Maize,Savannah,,,,,,,,,,04-Aug-20,Tractor Plough,,Hand levelling,YES,V3,35,0-20%,signs of fall armyworm on plants,3,,,,,No leafs discolouration,,,,,,,,,,,,,,,,,,,,,,15-Sep-20,V9,0-20%,No plant pests seen,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS014,IS014 RT-R,Maize,Savannah,,,,,,,,,,04-Aug-20,Tractor Plough,,Hand levelling,YES,V2,36,0-20%,Presence of fall armyworm,0.2,No presence of pests,,,,Yellowish,,,,,,,,,,,,,,,,,,,,,,15-Sep-20,V9,0-20%,No plant pests seen,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS014,IS014 RT-R,Maize,Savannah,,,,,,,,,,04-Aug-20,Tractor Plough,,Hand levelling,YES,V3,36,0-20%,Signs of fall armyworm on plants,2,,,,,,,No leaf discoloration,,,,,,,,,,,,,,,,,,,,15-Sep-20,V9,0-20%,No plant pests seen,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS014,IS014 RT-R,Maize,Savannah,,,,,,,,,,07-Jul-20,Tractor Plough,,Harrowing,NO,V2,36,0-20%,Presence of fall armyworm,0.2,No presence of pests,,,,Yellowish,,,,,,,,,,,,,,,,,,,,,,15-Sep-20,V9,0-20%,No plant pests seen,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS014,IS014 RT-R,Maize,Savannah,,,,,,,,,,07-Jul-20,Tractor Plough,,Harrowing,NO,V3,36,0-20%,Signs of fall armyworm on plants,2,,,,,,,No leaf discoloration,,,,,,,,,,,,,,,,,,,,15-Sep-20,V9,0-20%,No plant pests seen,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS014,IS014 NT-PK,Maize,Savannah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS014,IS014 NT-NK,Maize,Savannah,,,,,,,,,,04-Aug-20,Tractor Plough,,Hand levelling,YES,V3,36,0-20%,Signs of fall armyworm on plants,1,,,,,No leaf discoloration,,,,,,,,,,,,,,,,,,,,,,15-Sep-20,V9,0-20%,No plant pests seen,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS014,IS014 NT-NP,Maize,Savannah,,,,,,,,,,04-Aug-20,Tractor Plough,,Hand levelling,YES,V3,36,0-20%,Signs of fall armyworm on plants,2,,,,,No leaf discoloration,,,,,,,,,,,,,,,,,,,,,,15-Sep-20,V9,0-20%,No plant pests seen,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS014,IS014 NT-NPK,Maize,Savannah,,,,,,,,,,04-Aug-20,Tractor Plough,,Hand levelling,YES,V3,36,0-20%,Signs of fall armyworm on plants,2,,,,,No leaf discoloration,,,,,,,,,,,,,,,,,,,,,,15-Sep-20,V9,0-20%,No plant pests seen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS015,IS015,Farm,Upper West 1,1,50,,0,,100,400,700,0,14-Jul-20, Tractor Plough,Land levelled,Land levelling is done, YES,V5,45,0-20%,presence of fall army worms,4,,,,,,,,,,,02-Sep-20,V3,0-20%,very stunted,80,,,,,Pale,40,,,,,,02-Sep-20,V4,0-20%,No disease symptoms,0,stunted in growth,45,,,pale colorations,40,,,,,,,,,,,,,,,,,,,,,,,,
IS015,IS015,Farm,Upper West 1,1,50,,0,,100,400,700,0,09-Aug-20,Tractor Plough,,leveling is done,YES,V5,45,0-20%,presence of fall army worms,4,,,,,,,,,,,02-Sep-20,V3,0-20%,very stunted,80,,,,,Pale,40,,,,,,02-Sep-20,V4,0-20%,No disease symptoms,0,stunted in growth,45,,,pale colorations,40,,,,,,,,,,,,,,,,,,,,,,,,
IS015,IS015 RT-F,Maize,Upper West 1,,,,,,,,,,09-Aug-20,Tractor Plough,,Levelling is done,YES,V5,36,0-20%,Fall army worms presence,10,,,,,,,,,,,02-Sep-20,V7,0-20%,No symptoms,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS015,IS015 RT-F,Maize,Upper West 1,,,,,,,,,,14-Jul-20,,,,,V5,36,0-20%,Fall army worms presence,10,,,,,,,,,,,02-Sep-20,V7,0-20%,No symptoms,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
